Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,delay_band,satisfaction,satisfied_binary
Female,Disloyal Customer,26,Business travel,Eco,655,2.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,4,3.0,4.0,5.0,0,28.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Eco,714,5.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,5.0,5,5.0,3.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,63,Personal Travel,Eco,701,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4,3.0,4.0,2.0,60,57.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,30,Business travel,Eco,300,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2,1.0,2.0,2.0,0,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,65,Business travel,Business,927,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4,3.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,27,Business travel,Business,236,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1,1.0,3.0,1.0,89,78.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,46,Business travel,Business,3584,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,5,3.0,4.0,4.0,3,0.0,No delay,satisfied,1
Male,Loyal Customer,55,Business travel,Eco,1013,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,1,5.0,1.0,4.0,19,0.0,No delay,satisfied,1
Male,Loyal Customer,24,Personal Travel,Eco,163,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5,3.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,45,Business travel,Business,332,,,,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3,3.0,3.0,4.0,0,1.0,1-15 min,satisfied,1
Male,Loyal Customer,26,Personal Travel,Eco Plus,353,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,3,2.0,4.0,2.0,31,32.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,34,Business travel,Business,1907,1.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4,3.0,4.0,3.0,10,0.0,No delay,satisfied,1
Female,Loyal Customer,30,Personal Travel,Eco,569,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,4,4.0,4.0,2.0,74,73.0,60+ min,satisfied,1
Male,Loyal Customer,34,Business travel,Business,369,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3,4.0,3.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,60,Business travel,Eco,534,4.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,2,1.0,1.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,70,Personal Travel,Eco,315,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5,3.0,5.0,5.0,0,6.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,33,Personal Travel,Eco Plus,280,2.0,5.0,2.0,4.0,5.0,2.0,1.0,5.0,2.0,5.0,2,4.0,1.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,48,Business travel,Business,1105,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4,4.0,4.0,4.0,18,5.0,1-15 min,satisfied,1
Male,Loyal Customer,23,Business travel,Business,1809,,4.0,,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5,4.0,5.0,4.0,2,0.0,No delay,satisfied,1
Female,Loyal Customer,51,Business travel,Business,1970,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,37,Business travel,Business,2899,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,2.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,62,Personal Travel,Eco Plus,1773,,1.0,,3.0,5.0,,5.0,5.0,4.0,1.0,2,2.0,2.0,5.0,34,19.0,16-60 min,satisfied,1
Male,Disloyal Customer,23,Business travel,Business,526,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,4,3.0,4.0,2.0,0,3.0,1-15 min,satisfied,1
Male,Loyal Customer,60,Personal Travel,Eco,599,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5,1.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,23,Business travel,Eco,456,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4,2.0,2.0,4.0,0,13.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,59,Personal Travel,Eco Plus,135,3.0,5.0,3.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,1,5.0,1.0,3.0,118,113.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,21,Personal Travel,Eco,775,4.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,4,5.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,66,Personal Travel,Eco,2586,4.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,5,4.0,5.0,4.0,9,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,64,Business travel,Eco Plus,218,4.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,4,3.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,58,Business travel,Business,529,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,62,Business travel,Eco,859,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3,2.0,3.0,1.0,28,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,41,Business travel,Business,2336,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,5,5.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,52,Business travel,Eco Plus,192,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4,2.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,11,Business travel,Eco,861,1.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,3,2.0,3.0,5.0,5,8.0,1-15 min,neutral or dissatisfied,0
Male,Disloyal Customer,18,Business travel,Eco,1180,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5,4.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,39,Personal Travel,Eco,356,1.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,3,1.0,3.0,2.0,6,17.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,58,Business travel,Business,2422,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5,5.0,5.0,5.0,7,0.0,No delay,satisfied,1
Male,Loyal Customer,42,Business travel,Business,1481,1.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5,5.0,5.0,5.0,3,0.0,No delay,satisfied,1
Female,Loyal Customer,16,Personal Travel,Eco,1947,3.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,3,4.0,5.0,1.0,6,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,31,Business travel,Business,2603,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4,3.0,3.0,4.0,2,6.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,64,Business travel,Business,224,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,27,Business travel,Business,134,,,,3.0,3.0,,3.0,3.0,3.0,4.0,4,5.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,29,Business travel,Business,2402,1.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,49,Personal Travel,Eco,594,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2,3.0,2.0,1.0,0,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,68,Personal Travel,Eco,106,2.0,4.0,,3.0,5.0,4.0,4.0,2.0,2.0,,2,5.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,37,Business travel,Eco,451,1.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,3,4.0,4.0,5.0,16,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,42,Business travel,Business,3375,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,50,40.0,16-60 min,satisfied,1
Male,Loyal Customer,45,Business travel,Business,3910,1.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,17,Business travel,Business,357,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,4,4.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,35,Business travel,Eco Plus,925,2.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,1,3.0,2.0,5.0,22,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,69,Personal Travel,Eco,645,2.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,1,4.0,1.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Business,2615,2.0,,3.0,3.0,3.0,1.0,2.0,5.0,3.0,5.0,5,2.0,3.0,2.0,2,11.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,57,Personal Travel,Eco Plus,546,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2,3.0,2.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,33,Business travel,Business,1910,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,5,4.0,4.0,4.0,13,0.0,No delay,satisfied,1
Male,Loyal Customer,56,Business travel,Business,2556,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4,4.0,3.0,4.0,19,18.0,16-60 min,satisfied,1
Female,Disloyal Customer,61,Business travel,Business,224,3.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,4,3.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,50,Business travel,Eco Plus,1315,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3,4.0,4.0,3.0,2,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,29,Personal Travel,Eco,874,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,4,5.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,52,Business travel,Business,2609,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,2,7.0,1-15 min,satisfied,1
Male,Loyal Customer,43,Business travel,Business,1542,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,0,3.0,1-15 min,satisfied,1
Female,Loyal Customer,65,Personal Travel,Eco,445,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1.0,3,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,22,Business travel,Business,500,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,2,4.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,20,Personal Travel,Business,1102,4.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,4,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,27,Business travel,Eco,1105,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5,3.0,3.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,43,Business travel,Business,3487,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4,1.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,40,Business travel,Business,1905,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1,4.0,1.0,2.0,10,14.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,29,Business travel,Eco,170,2.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,3,1.0,3.0,4.0,0,12.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,55,Business travel,Business,3086,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,36,Business travel,Eco,2586,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3,5.0,1.0,4.0,6,0.0,No delay,satisfied,1
Male,Loyal Customer,37,Business travel,Business,3987,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2,5.0,2.0,5.0,20,0.0,No delay,satisfied,1
Female,Loyal Customer,58,Personal Travel,Eco,1475,4.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,3.0,4.0,3,3.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,41,Business travel,Business,3392,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3,2.0,3.0,3.0,2,17.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,11,Personal Travel,Eco,993,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,4,5.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,48,Business travel,Business,1502,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3,3.0,3.0,1.0,6,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,11,Personal Travel,Eco,435,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3,4.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,29,Business travel,Eco,607,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4,3.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,46,Personal Travel,Eco,1337,2.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,27,Personal Travel,Eco,3784,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4,2.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,14,Personal Travel,Eco Plus,473,1.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,1.0,4,4.0,3.0,5.0,1,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,26,Business travel,Eco,414,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3,4.0,4.0,1.0,43,57.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,26,Business travel,Business,802,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,1,5.0,5.0,5.0,3,0.0,No delay,satisfied,1
Female,Loyal Customer,14,Personal Travel,Eco,809,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,3,3.0,3.0,3.0,13,32.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,33,Business travel,Business,604,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4,3.0,1.0,5.0,1,37.0,16-60 min,satisfied,1
Male,Loyal Customer,66,Personal Travel,Eco,642,4.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,2.0,4,4.0,4.0,4.0,59,59.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,3277,3.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3,3.0,3.0,5.0,87,84.0,60+ min,satisfied,1
Male,Loyal Customer,26,Personal Travel,Eco,507,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3,1.0,4.0,5.0,4,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,30,Business travel,Business,1846,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,30,Business travel,Eco,179,,,,1.0,5.0,,5.0,5.0,1.0,1.0,1,5.0,5.0,5.0,5,15.0,1-15 min,satisfied,1
Male,Disloyal Customer,29,Business travel,Business,1235,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4,3.0,4.0,4.0,0,5.0,1-15 min,satisfied,1
Female,Loyal Customer,52,Personal Travel,Eco Plus,2077,2.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4,5.0,4.0,5.0,1,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,52,Business travel,Eco,802,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3,4.0,3.0,2.0,18,21.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,45,Business travel,Business,2342,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5,4.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,57,Personal Travel,Eco,237,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,2.0,5,5.0,5.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,22,Business travel,Business,462,5.0,,5.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1,3.0,5.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,31,Business travel,Business,3964,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,5,5.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,43,Business travel,Eco,1013,3.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3,4.0,4.0,5.0,26,13.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,675,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,3.0,1-15 min,satisfied,1
Female,Loyal Customer,65,Personal Travel,Eco,507,1.0,5.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,5,3.0,5.0,3.0,0,18.0,16-60 min,neutral or dissatisfied,0
Male,Disloyal Customer,40,Business travel,Business,888,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,4,3.0,4.0,1.0,16,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,19,Business travel,Business,228,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,5,5.0,3.0,3.0,51,42.0,16-60 min,satisfied,1
Male,Loyal Customer,47,Personal Travel,Eco Plus,1616,2.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,5,5.0,4.0,3.0,0,20.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,42,Business travel,Business,1910,3.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,4.0,3,1.0,3.0,4.0,22,13.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,40,Personal Travel,Eco,1121,3.0,1.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,5.0,2,3.0,2.0,2.0,27,24.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,36,Business travel,Business,1703,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1,2.0,3.0,4.0,12,6.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,63,Personal Travel,Eco,991,5.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4,5.0,4.0,5.0,0,2.0,1-15 min,satisfied,1
Male,Disloyal Customer,39,Business travel,Eco,507,2.0,,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1,2.0,1.0,4.0,2,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,19,Personal Travel,Eco,223,1.0,2.0,,3.0,5.0,,5.0,5.0,2.0,3.0,2,3.0,2.0,5.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,53,Business travel,Business,1379,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,64,Personal Travel,Eco,448,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,4,3.0,4.0,5.0,0,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,48,Business travel,Eco,364,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2,4.0,2.0,3.0,0,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,68,Personal Travel,Eco,1249,3.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,4,3.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,21,Business travel,Business,587,5.0,,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4,3.0,5.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,38,Business travel,Eco Plus,641,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3,4.0,3.0,3.0,45,33.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,29,Business travel,Eco,1068,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3.0,2.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,33,Personal Travel,Eco,102,3.0,4.0,,4.0,4.0,,4.0,4.0,5.0,1.0,2,1.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,29,Business travel,Business,2290,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5,3.0,3.0,4.0,40,37.0,16-60 min,satisfied,1
Male,Loyal Customer,16,Personal Travel,Eco,1290,2.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3,3.0,5.0,1.0,22,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,60,Personal Travel,Eco,175,3.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2,1.0,4.0,2.0,2,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,54,Personal Travel,Eco,735,2.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,4,3.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,62,Business travel,Eco,1048,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4,2.0,4.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,46,Business travel,Eco,273,4.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4,1.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,10,Personal Travel,Eco,2367,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5,5.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,50,Business travel,Business,3926,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,4,3.0,4.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,56,Personal Travel,Eco,1747,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3,1.0,3.0,4.0,20,3.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,31,Business travel,Business,1535,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4,4.0,3.0,2.0,24,6.0,1-15 min,neutral or dissatisfied,0
Male,Disloyal Customer,27,Business travel,Eco,190,3.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2,3.0,2.0,4.0,47,44.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,48,Business travel,Business,1710,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2,4.0,2.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,36,Business travel,Business,758,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5,5.0,5.0,3.0,55,67.0,60+ min,satisfied,1
Female,Loyal Customer,60,Business travel,Business,3135,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,31,Business travel,Eco,500,,,,5.0,1.0,,1.0,1.0,3.0,4.0,2,4.0,1.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,40,Personal Travel,Eco,546,2.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,1,2.0,3.0,5.0,33,30.0,16-60 min,neutral or dissatisfied,0
Male,Disloyal Customer,20,Business travel,Eco,862,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,1.0,2.0,4,4.0,4.0,5.0,33,27.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,25,Personal Travel,Eco Plus,304,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4,5.0,4.0,5.0,14,4.0,1-15 min,satisfied,1
Male,Loyal Customer,21,Personal Travel,Eco,323,3.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,4,1.0,4.0,1.0,0,28.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,35,Business travel,Business,2267,3.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,3,3.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,36,Business travel,Business,1438,4.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,4,5.0,5.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,68,Personal Travel,Eco,2565,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2,1.0,5.0,1.0,8,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,54,Business travel,Business,631,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,4.0,0,0.0,No delay,satisfied,1
